시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 관악구 봉천동,729-32,729,32,해태보라매타워,59.94,201804,1~10,"39,500",8,1996,보라매로3길
서울특별시 관악구 봉천동,1000,1000,0,현대(관악),116.86,201804,21~30,"58,700",11,1992,관악로
서울특별시 관악구 신림동,406-69,406,69,GS파크뷰,47.26,201804,11~20,"31,500",2,2013,신림로
서울특별시 관악구 신림동,1703-1,1703,1,LIG 대학마을,84.82,201804,11~20,"48,800",14,1996,신림로3길
서울특별시 관악구 신림동,1703-1,1703,1,LIG 대학마을,84.82,201804,11~20,"42,000",2,1996,신림로3길
서울특별시 관악구 신림동,1703-1,1703,1,LIG 대학마을,84.82,201804,11~20,"39,800",1,1996,신림로3길
서울특별시 관악구 신림동,1644,1644,0,강남,46.72,201804,1~10,"31,000",1,1974,조원로
서울특별시 관악구 신림동,1644,1644,0,강남,46.72,201804,1~10,"31,200",6,1974,조원로
서울특별시 관악구 신림동,1644,1644,0,강남,52.48,201804,1~10,"33,000",1,1974,조원로
서울특별시 관악구 신림동,1644,1644,0,강남,46.72,201804,21~30,"33,300",2,1974,조원로
서울특별시 관악구 신림동,721-2,721,2,건영2,43.92,201804,1~10,"21,900",11,1988,난곡로35길
서울특별시 관악구 신림동,1735-1,1735,1,관악산휴먼시아 1단지,114.7,201804,11~20,"53,000",12,2008,난곡로
서울특별시 관악구 신림동,1735-1,1735,1,관악산휴먼시아 1단지,84.97,201804,11~20,"43,500",9,2008,난곡로
서울특별시 관악구 신림동,1735-1,1735,1,관악산휴먼시아 1단지,59.96,201804,21~30,"38,800",4,2008,난곡로
서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아 2단지,114.7,201804,1~10,"52,650",13,2008,난곡로
서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아 2단지,59.96,201804,1~10,"38,500",6,2008,난곡로
서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아 2단지,84.97,201804,1~10,"44,000",16,2008,난곡로
서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아 2단지,107.26,201804,11~20,"44,800",1,2008,난곡로
서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아 2단지,84.97,201804,11~20,"44,700",7,2008,난곡로
서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아 2단지,84.97,201804,11~20,"45,000",1,2008,난곡로
서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아 2단지,114.7,201804,21~30,"47,900",3,2008,난곡로
서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아 2단지,59.96,201804,21~30,"37,800",2,2008,난곡로
서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아 2단지,114.7,201804,21~30,"50,500",3,2008,난곡로
서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아 2단지,84.97,201804,21~30,"43,500",2,2008,난곡로
서울특별시 관악구 신림동,1705,1705,0,금호(1차),84.96,201804,21~30,"38,000",4,1997,대학18길
서울특별시 관악구 신림동,1718,1718,0,보라매갑을,55.91,201804,1~10,"33,500",4,2003,관천로24길
서울특별시 관악구 신림동,1714,1714,0,삼성산주공(주공3단지),113.31,201804,1~10,"44,000",14,2000,호암로
서울특별시 관악구 신림동,1714,1714,0,삼성산주공(주공3단지),113.31,201804,1~10,"43,000",18,2000,호암로
서울특별시 관악구 신림동,1714,1714,0,삼성산주공(주공3단지),83.21,201804,11~20,"38,950",16,2000,호암로
서울특별시 관악구 신림동,1736,1736,0,신림2차푸르지오,84.8098,201804,11~20,"47,000",11,2007,난곡로
서울특별시 관악구 신림동,1736,1736,0,신림2차푸르지오,59.985,201804,21~30,"39,800",9,2007,난곡로
서울특별시 관악구 신림동,551-9,551,9,신림2차현대,59.91,201804,11~20,"36,800",3,1996,조원로13길
서울특별시 관악구 신림동,1730,1730,0,신림푸르지오,84.79,201804,1~10,"55,000",1,2005,남부순환로
서울특별시 관악구 신림동,1730,1730,0,신림푸르지오,138.64,201804,11~20,"69,000",8,2005,남부순환로
서울특별시 관악구 신림동,1730,1730,0,신림푸르지오,84.87,201804,21~30,"59,000",12,2005,남부순환로
서울특별시 관악구 신림동,1694,1694,0,신림현대,34.86,201804,1~10,"27,000",14,1993,신림로29길
서울특별시 관악구 신림동,1694,1694,0,신림현대,119.49,201804,11~20,"50,000",15,1993,신림로29길
서울특별시 관악구 신림동,1694,1694,0,신림현대,34.86,201804,21~30,"22,900",1,1993,신림로29길
서울특별시 관악구 신림동,1715,1715,0,우방,114.79,201804,21~30,"49,000",7,1999,관천로27길
서울특별시 관악구 신림동,546-7,546,7,윤정,59.82,201804,1~10,"25,000",1,1993,조원로14길
서울특별시 관악구 신림동,1727,1727,0,임광관악파크,59.6,201804,1~10,"32,700",13,2003,난곡로
서울특별시 관악구 신림동,1727,1727,0,임광관악파크,84.77,201804,11~20,"39,000",7,2003,난곡로
서울특별시 관악구 신림동,1729,1729,0,청화,59.91,201804,1~10,"34,000",4,2004,호암로16길
서울특별시 관악구 신림동,1729,1729,0,청화,67,201804,11~20,"33,500",3,2004,호암로16길
서울특별시 관악구 신림동,255-189,255,189,현대,84.44,201804,21~30,"36,000",10,1991,대학20길
서울특별시 광진구 광장동,567,567,0,광나루현대,84.92,201804,1~10,"73,700",20,1996,아차산로76길
서울특별시 광진구 광장동,567,567,0,광나루현대,84.92,201804,11~20,"63,000",2,1996,아차산로76길
서울특별시 광진구 광장동,579,579,0,광장11현대홈타운,84.94,201804,11~20,"120,000",1,2003,아차산로69길
서울특별시 광진구 광장동,218-1,218,1,극동1,84.55,201804,21~30,"110,000",13,1985,아차산로
서울특별시 광진구 광장동,124,124,0,워커힐리버빌,235.41,201804,1~10,"120,000",6,1997,아차산로78가길
서울특별시 광진구 광장동,148-4,148,4,워커힐푸르지오,69,201804,1~10,"62,000",11,1987,아차산로78길
서울특별시 광진구 광장동,105,105,0,현대빌라트,133.68,201804,1~10,"60,000",3,1994,아차산로78길
서울특별시 광진구 광장동,105,105,0,현대빌라트,133.44,201804,11~20,"63,500",10,1994,아차산로78길
서울특별시 광진구 광장동,577,577,0,현대파크빌,59.76,201804,1~10,"75,000",13,2000,아차산로
서울특별시 광진구 구의동,611,611,0,구의현대2단지,84.91,201804,11~20,"82,515",1,1996,광나루로56길
서울특별시 광진구 구의동,610,610,0,구의현대6단지,84.92,201804,11~20,"75,000",12,1994,구의강변로
서울특별시 광진구 구의동,657,657,0,성동강변파크빌101(강변타워),84.97,201804,11~20,"59,800",6,2001,구의강변로5길
서울특별시 광진구 구의동,589-10,589,10,아크로리버,164.7228,201804,11~20,"136,000",36,2004,구의강변로
서울특별시 광진구 자양동,784-1,784,1,대동,59.54,201804,11~20,"62,000",8,1999,뚝섬로31길
서울특별시 광진구 자양동,227-7,227,7,더샵스타시티,139.6,201804,1~10,"144,000",36,2007,아차산로
서울특별시 광진구 자양동,227-7,227,7,더샵스타시티,139.6,201804,1~10,"122,500",16,2007,아차산로
서울특별시 광진구 자양동,859,859,0,래미안 프리미어팰리스,102.87,201804,1~10,"89,800",28,2017,아차산로
서울특별시 광진구 자양동,856,856,0,이튼타워리버5차,159.89,201804,1~10,"132,000",9,2009,능동로4길
서울특별시 광진구 자양동,856,856,0,이튼타워리버5차,159.89,201804,11~20,"130,000",15,2009,능동로4길
서울특별시 광진구 자양동,658-14,658,14,자양,49.02,201804,1~10,"40,000",2,1981,자양로
서울특별시 광진구 자양동,761,761,0,자양2현대,59.95,201804,11~20,"72,500",12,1995,뚝섬로34길
서울특별시 광진구 자양동,783-1,783,1,자양우성7,84.93,201804,1~10,"89,000",11,1998,아차산로36길
서울특별시 광진구 자양동,643-23,643,23,현대빌라트,131.85,201804,1~10,"69,500",2,1993,뚝섬로52마길
서울특별시 광진구 중곡동,186-9,186,9,삼성 베스트빌 아파트,45.08,201804,1~10,"39,500",5,2018,동일로
서울특별시 광진구 중곡동,292,292,0,에스케이,113.24,201804,11~20,"57,000",10,1999,용마산로
서울특별시 구로구 가리봉동,139,139,0,효성,59.94,201804,21~30,"26,400",10,1998,남부순환로
서울특별시 구로구 개봉동,492,492,0,개봉푸르지오,119.86,201804,1~10,"60,900",24,2014,남부순환로
서울특별시 구로구 개봉동,492,492,0,개봉푸르지오,59.86,201804,1~10,"46,400",23,2014,남부순환로
서울특별시 구로구 개봉동,492,492,0,개봉푸르지오,59.86,201804,1~10,"45,800",21,2014,남부순환로
서울특별시 구로구 개봉동,492,492,0,개봉푸르지오,84.88,201804,1~10,"51,500",4,2014,남부순환로
서울특별시 구로구 개봉동,492,492,0,개봉푸르지오,84.83,201804,21~30,"53,000",9,2014,남부순환로
서울특별시 구로구 개봉동,270-80,270,80,거성,79.17,201804,1~10,"26,750",4,1988,개봉로15길
서울특별시 구로구 개봉동,60-101,60,101,거성푸르뫼1,59.89,201804,1~10,"14,800",1,1993,고척로
서울특별시 구로구 개봉동,60-82,60,82,거성푸르뫼2,84.96,201804,1~10,"33,150",14,1994,고척로
서울특별시 구로구 개봉동,60-82,60,82,거성푸르뫼2,84.96,201804,21~30,"32,500",11,1994,고척로
서울특별시 구로구 개봉동,484,484,0,고운,84.91,201804,1~10,"32,700",11,2002,경인로
서울특별시 구로구 개봉동,484,484,0,고운,84.91,201804,1~10,"32,500",7,2002,경인로
서울특별시 구로구 개봉동,470,470,0,삼환,114.48,201804,1~10,"42,000",16,1995,남부순환로95길
서울특별시 구로구 개봉동,470,470,0,삼환,59.4,201804,1~10,"33,250",14,1995,남부순환로95길
서울특별시 구로구 개봉동,475,475,0,영화,59.78,201804,1~10,"31,800",25,1998,경인로40길
서울특별시 구로구 개봉동,475,475,0,영화,59.78,201804,1~10,"33,200",23,1998,경인로40길
서울특별시 구로구 개봉동,175-8,175,8,청실,64.56,201804,1~10,"30,000",11,1987,경인로40길
서울특별시 구로구 개봉동,476,476,0,한마을,59.57,201804,1~10,"37,200",22,1999,경인로
서울특별시 구로구 개봉동,476,476,0,한마을,84.57,201804,11~20,"47,000",10,1999,경인로
서울특별시 구로구 개봉동,476,476,0,한마을,149.97,201804,21~30,"52,000",5,1999,경인로
서울특별시 구로구 개봉동,493,493,0,한양아이클래스 구로,44.4,201804,11~20,"26,180",9,2018,개봉로23가길
서울특별시 구로구 개봉동,478,478,0,한진,84.96,201804,1~10,"40,700",12,2000,개봉로3길
서울특별시 구로구 개봉동,478,478,0,한진,59.95,201804,1~10,"33,300",13,2000,개봉로3길
서울특별시 구로구 개봉동,478,478,0,한진,59.95,201804,1~10,"33,800",7,2000,개봉로3길
서울특별시 구로구 개봉동,478,478,0,한진,59.95,201804,11~20,"33,600",13,2000,개봉로3길
서울특별시 구로구 개봉동,481,481,0,현대,114.99,201804,1~10,"57,000",10,2001,개봉로20길
서울특별시 구로구 개봉동,481,481,0,현대,84.96,201804,11~20,"51,200",11,2001,개봉로20길
서울특별시 구로구 개봉동,481,481,0,현대,114.99,201804,11~20,"57,000",7,2001,개봉로20길
서울특별시 구로구 개봉동,481,481,0,현대,84.96,201804,11~20,"50,000",4,2001,개봉로20길
서울특별시 구로구 개봉동,481,481,0,현대,84.99,201804,21~30,"52,000",9,2001,개봉로20길
서울특별시 구로구 개봉동,480,480,0,현대홈타운,84.915,201804,1~10,"47,400",28,2001,개봉로20길
서울특별시 구로구 개봉동,480,480,0,현대홈타운,115,201804,1~10,"53,500",15,2001,개봉로20길
서울특별시 구로구 고척동,325,325,0,경남1,59.98,201804,1~10,"28,500",8,1998,경인로47길
서울특별시 구로구 고척동,340,340,0,고척LIG리가1차,84.98,201804,1~10,"48,900",14,2009,중앙로12길
서울특별시 구로구 고척동,340-1,340,1,고척LIG리가2차,84.91,201804,1~10,"39,000",12,2009,중앙로12길
서울특별시 구로구 고척동,339,339,0,고척파크푸르지오,84.94,201804,1~10,"59,750",4,2009,중앙로
서울특별시 구로구 고척동,339,339,0,고척파크푸르지오,59.89,201804,11~20,"50,000",5,2009,중앙로
서울특별시 구로구 고척동,339,339,0,고척파크푸르지오,84.94,201804,21~30,"54,250",1,2009,중앙로
서울특별시 구로구 고척동,296,296,0,대우,59.96,201804,1~10,"31,800",17,1999,고척로52길
서울특별시 구로구 고척동,296,296,0,대우,59.96,201804,1~10,"32,500",10,1999,고척로52길
서울특별시 구로구 고척동,338,338,0,마젤란,59.69,201804,11~20,"37,600",1,2008,경인로47길
서울특별시 구로구 고척동,334,334,0,벽산,84.878,201804,1~10,"54,000",12,2003,경인로
서울특별시 구로구 고척동,334,334,0,벽산,84.878,201804,1~10,"50,000",6,2003,경인로
서울특별시 구로구 고척동,Sep-57,57,9,산업인,48.04,201804,1~10,"16,000",1,1976,경인로47다길
서울특별시 구로구 고척동,Sep-57,57,9,산업인,47.01,201804,11~20,"16,500",1,1976,경인로47다길
서울특별시 구로구 고척동,331,331,0,삼익2,84.96,201804,1~10,"35,800",12,2001,중앙로15길
서울특별시 구로구 고척동,331,331,0,삼익2,59.82,201804,1~10,"29,400",7,2001,중앙로15길
